Rotation,Class Accuracy,Bitwise Accuracy,Bitwise Recall,Bitwise Precision,Bitwise F1,Mean Hamming Distance,Mean Error Distance,Trial,Training,Model
-9.375,0.9102040816326531,0.9793650793650793,0.9669421487603306,0.9910588235294118,0.9788519637462236,0.12380952380952381,1.378787878787879,1,Base,MC
-6.25,0.9257221458046767,0.9832645575424117,0.9741144414168937,0.992596020360944,0.9832683933073573,0.10041265474552957,1.3518518518518519,1,Base,MC
-3.125,0.9482517482517483,0.9890442890442891,0.9877358490566037,0.9900709219858156,0.9889020070838253,0.06573426573426573,1.2702702702702702,1,Base,MC
0.0,0.9540889526542324,0.9897178383548542,0.9824132877381534,0.9965312190287413,0.9894218942189421,0.06169296987087518,1.34375,1,Base,MC
3.125,0.9383259911894273,0.9858051884483603,0.9751984126984127,0.9959473150962512,0.9854636591478696,0.08516886930983847,1.380952380952381,1,Base,MC
6.25,0.9412587412587412,0.9888111888111888,0.9835589941972921,0.9931640625,0.9883381924198251,0.06713286713286713,1.1428571428571428,1,Base,MC
9.375,0.8637059724349158,0.9726901480347115,0.9572248304642671,0.9865591397849462,0.9716706380725444,0.1638591117917305,1.202247191011236,1,Base,MC
12.5,0.775766016713092,0.9510213556174559,0.9208333333333333,0.9802858551010349,0.9496299832895679,0.2938718662952646,1.31055900621118,1,Base,MC
15.625,0.6222222222222222,0.91875,0.8698919680601221,0.9615784008307373,0.9134401972872995,0.4875,1.2904411764705883,1,Base,MC
18.75,0.5110803324099723,0.8905817174515236,0.8253533971728226,0.9521304576538664,0.8842208109428431,0.6565096952908587,1.3427762039660056,1,Base,MC
21.875,0.40625,0.8567708333333334,0.7711419015766842,0.9275862068965517,0.8421601878424211,0.859375,1.4473684210526316,1,Base,MC
25.0,0.34203296703296704,0.8147893772893773,0.7209631728045326,0.8750716332378223,0.7905772715506082,1.1112637362637363,1.6889352818371608,1,Base,MC
-25.0,0.4407796101949025,0.8665667166416792,0.7690315898498188,0.9440559440559441,0.8476027397260274,0.800599700149925,1.4316353887399464,1,Base,ML
-21.875,0.5297157622739018,0.8981481481481481,0.8268416596104996,0.9682697074863659,0.8919844713404886,0.6111111111111112,1.2994505494505495,1,Base,ML
-18.75,0.696165191740413,0.9378072763028515,0.8961303462321792,0.9729132117191819,0.9329446064139942,0.37315634218289084,1.2281553398058251,1,Base,ML
-15.625,0.8429172510518934,0.9698457223001402,0.95,0.9887088856161022,0.9689680057733943,0.18092566619915848,1.1517857142857142,1,Base,ML
-12.5,0.9252615844544095,0.9865470852017937,0.9772267206477733,0.9953608247422681,0.9862104187946884,0.08071748878923767,1.08,1,Base,ML
-9.375,0.9537414965986395,0.991609977324263,0.9862258953168044,0.9967517401392111,0.9914608816062774,0.050340136054421766,1.088235294117647,1,Base,ML
-6.25,0.9683631361760661,0.9938101788170564,0.9881925522252498,0.9995406522737712,0.9938342087234528,0.037138927097661624,1.173913043478261,1,Base,ML
-3.125,0.9902097902097902,0.9983682983682983,0.9985849056603774,0.9981140971239981,0.9983494458854045,0.009790209790209791,1.0,1,Base,ML
0.0,0.9913916786226685,0.9973696795791487,0.9960918417195896,0.9985308521057786,0.9973098557104426,0.015781922525107604,1.8333333333333333,1,Base,ML
3.125,0.9809104258443465,0.996084189916789,0.9955357142857143,0.9965243296921549,0.9960297766749379,0.023494860499265784,1.2307692307692308,1,Base,ML
6.25,0.9664335664335665,0.9937062937062937,0.9903288201160542,0.9965936739659368,0.9934513703613873,0.03776223776223776,1.125,1,Base,ML
9.375,0.9142419601837672,0.9846860643185299,0.9739175795513824,0.9946723494938732,0.9841855561412757,0.09188361408882083,1.0714285714285714,1,Base,ML
12.5,0.8272980501392758,0.9668059424326834,0.9421296296296297,0.9912323429128105,0.9660574412532638,0.1991643454038997,1.153225806451613,1,Base,ML
15.625,0.6722222222222223,0.9418981481481481,0.9027712541099108,0.9776195320447609,0.9387057387057386,0.3486111111111111,1.0635593220338984,1,Base,ML
18.75,0.538781163434903,0.9111265004616805,0.8622891016871865,0.9579533941236069,0.9076073914086873,0.5332409972299169,1.1561561561561562,1,Base,ML
21.875,0.3991477272727273,0.8771306818181818,0.809842331581462,0.9333700440528634,0.8672294704528012,0.7372159090909091,1.2269503546099292,1,Base,ML
25.0,0.37225274725274726,0.858058608058608,0.785646836638338,0.9092896174863389,0.8429584599797366,0.8516483516483516,1.3566739606126914,1,Base,ML
-25.0,0.29535232383808097,0.8160919540229885,0.7042982910409115,0.8918032786885246,0.787037037037037,1.103448275862069,1.5659574468085107,1,CB,MC
-21.875,0.4560723514211886,0.8699397071490095,0.8090601185436072,0.9258720930232558,0.8635336647085404,0.7803617571059431,1.4346793349168645,1,CB,MC
-18.75,0.6887905604719764,0.9309242871189773,0.9175152749490835,0.9380530973451328,0.9276705276705277,0.4144542772861357,1.3317535545023698,1,CB,MC
-15.625,0.8387096774193549,0.967741935483871,0.970754716981132,0.9643861293345829,0.9675599435825105,0.1935483870967742,1.2,1,CB,MC
-12.5,0.9133034379671151,0.9823119083208769,0.9868421052631579,0.9774436090225563,0.9821203727020901,0.10612855007473841,1.2241379310344827,1,CB,MC
-9.375,0.9578231292517007,0.991156462585034,0.9889807162534435,0.9930843706777317,0.9910282953761216,0.053061224489795916,1.2580645161290323,1,CB,MC
-6.25,0.984869325997249,0.9970197157267309,0.9959128065395095,0.998179335457442,0.9970447829052057,0.017881705639614855,1.1818181818181819,1,CB,MC
-3.125,0.9888111888111888,0.9974358974358974,0.9985849056603774,0.9962352941176471,0.9974087161366314,0.015384615384615385,1.375,1,CB,MC
0.0,0.9913916786226685,0.9978479196556671,0.9985344406448461,0.9970731707317073,0.9978032706858677,0.01291248206599713,1.5,1,CB,MC
3.125,0.9853157121879589,0.9968184043073911,0.998015873015873,0.9955467590301831,0.9967797869705226,0.01908957415565345,1.3,1,CB,MC
6.25,0.9804195804195804,0.9965034965034965,0.995164410058027,0.9975763451284537,0.9963689179375453,0.02097902097902098,1.0714285714285714,1,CB,MC
9.375,0.9479326186830015,0.9895354772843288,0.9890453834115805,0.9895615866388309,0.9893034176884946,0.06278713629402756,1.2058823529411764,1,CB,MC
12.5,0.903899721448468,0.9816620241411328,0.9796296296296296,0.9837284983728498,0.9816747854326143,0.11002785515320335,1.144927536231884,1,CB,MC
15.625,0.7861111111111111,0.9581018518518518,0.949741662752466,0.9646946564885496,0.9571597633136094,0.2513888888888889,1.1753246753246753,1,CB,MC
18.75,0.6301939058171745,0.9231301939058172,0.8964888280893752,0.9488416988416989,0.9219226260257914,0.46121883656509693,1.247191011235955,1,CB,MC
21.875,0.43607954545454547,0.8686079545454546,0.8084089823220258,0.9165763813651138,0.8591012947448591,0.7883522727272727,1.397984886649874,1,CB,MC
25.0,0.32554945054945056,0.8195970695970696,0.7209631728045326,0.8857308584686775,0.7948984903695991,1.0824175824175823,1.604887983706721,1,CB,MC
-25.0,0.24287856071964017,0.7831084457771115,0.6110823407560849,0.9097918272937549,0.7311028500619577,1.3013493253373314,1.7188118811881188,1,CB,ML
-21.875,0.31912144702842377,0.8318260120585702,0.7154953429297206,0.9394107837687604,0.8123047344388369,1.0090439276485788,1.4819734345351043,1,CB,ML
-18.75,0.5678466076696165,0.9063421828908554,0.8426680244399185,0.95830920671685,0.8967759414792739,0.5619469026548672,1.3003412969283277,1,CB,ML
-15.625,0.7741935483870968,0.958625525946704,0.935377358490566,0.9802273850716757,0.9572773352643013,0.2482468443197756,1.0993788819875776,1,CB,ML
-12.5,0.8938714499252616,0.9808171400099651,0.9767206477732794,0.98419173890872,0.9804419608839219,0.11509715994020926,1.0845070422535212,1,CB,ML
-9.375,0.9442176870748299,0.9897959183673469,0.9843893480257117,0.9948955916473318,0.9896145857373645,0.061224489795918366,1.0975609756097562,1,CB,ML
-6.25,0.9738651994497937,0.9951856946354883,0.9936421435059037,0.9968109339407745,0.9952240163748011,0.02888583218707015,1.105263157894737,1,CB,ML
-3.125,0.9888111888111888,0.9979020979020979,0.9981132075471698,0.9976426214049976,0.99787785899552,0.012587412587412588,1.125,1,CB,ML
0.0,0.9827833572453372,0.9961740793878527,0.9946262823644357,0.9975502204801567,0.9960861056751468,0.02295552367288379,1.3333333333333333,1,CB,ML
3.125,0.9838472834067548,0.9965736661771905,0.9975198412698413,0.9955445544554455,0.9965312190287414,0.020558002936857563,1.2727272727272727,1,CB,ML
6.25,0.9734265734265735,0.9951048951048951,0.9927466150870407,0.9970859640602234,0.994911558032469,0.02937062937062937,1.105263157894737,1,CB,ML
9.375,0.9555895865237366,0.9920877998979071,0.99113197704747,0.9926854754440961,0.9919081179848603,0.04747320061255743,1.0689655172413792,1,CB,ML
12.5,0.9192200557103064,0.9849117920148561,0.9777777777777777,0.9920150305307656,0.9848449522033108,0.0905292479108635,1.1206896551724137,1,CB,ML
15.625,0.8222222222222222,0.9666666666666667,0.9483325504931893,0.9834388699464198,0.9655667144906743,0.2,1.125,1,CB,ML
18.75,0.6121883656509696,0.9212834718374885,0.8663930688554492,0.9753593429158111,0.9176527408838444,0.47229916897506924,1.2178571428571427,1,CB,ML
21.875,0.37642045454545453,0.8506155303030303,0.7386526516961299,0.9484662576687116,0.8305130271286596,0.8963068181818182,1.4373576309794989,1,CB,ML
25.0,0.23351648351648352,0.7898351648351648,0.6218130311614731,0.9184100418410042,0.7415540540540541,1.260989010989011,1.6451612903225807,1,CB,ML
-25.0,0.2683658170914543,0.7881059470264867,0.6882444329363024,0.8438095238095238,0.7581289218482601,1.2713643178410794,1.7377049180327868,1,LB,MC
-21.875,0.3423772609819121,0.8301033591731266,0.7629127857747672,0.8872476612506155,0.8203960846801731,1.0193798449612403,1.550098231827112,1,LB,MC
-18.75,0.5412979351032449,0.8871681415929203,0.8528513238289206,0.907859078590786,0.8794959306904699,0.6769911504424779,1.4758842443729903,1,LB,MC
-15.625,0.726507713884993,0.9408602150537635,0.930188679245283,0.9494463168030813,0.9397188467953299,0.3548387096774194,1.2974358974358975,1,LB,MC
-12.5,0.8475336322869955,0.9698555057299452,0.9681174089068826,0.9705733130390665,0.9693438054218394,0.18086696562032886,1.1862745098039216,1,LB,MC
-9.375,0.9142857142857143,0.9834467120181406,0.9839302112029384,0.9825767996331958,0.9832530396880018,0.09931972789115646,1.1587301587301588,1,LB,MC
-6.25,0.9628610729023384,0.9928931682714351,0.9927338782924614,0.9931849159472966,0.9929593459005224,0.04264099037138927,1.1481481481481481,1,LB,MC
-3.125,0.9762237762237762,0.9958041958041958,0.9971698113207547,0.9943555973659455,0.9957607159679698,0.025174825174825177,1.0588235294117647,1,LB,MC
0.0,0.9928263988522238,0.9978479196556671,0.9980459208597948,0.99755859375,0.9978021978021977,0.01291248206599713,1.8,1,LB,MC
3.125,0.9794419970631424,0.9958394517865884,0.9975198412698413,0.9940682155215027,0.9957910373854915,0.024963289280469897,1.2142857142857142,1,LB,MC
6.25,0.9664335664335665,0.9937062937062937,0.9932301740812379,0.9937106918238994,0.9934703748488513,0.03776223776223776,1.125,1,LB,MC
9.375,0.9203675344563553,0.9846860643185299,0.989567031820553,0.9793495095508519,0.9844317592112093,0.09188361408882083,1.1538461538461537,1,LB,MC
12.5,0.8788300835654597,0.9730733519034355,0.9745370370370371,0.9718374884579871,0.9731853906611189,0.1615598885793872,1.3333333333333333,1,LB,MC
15.625,0.7791666666666667,0.9534722222222223,0.9488022545796149,0.9564393939393939,0.9526055175666116,0.2791666666666667,1.2641509433962264,1,LB,MC
18.75,0.5997229916897507,0.9081255771006463,0.8746010031919744,0.9397354238118569,0.9059990552668871,0.5512465373961218,1.3771626297577855,1,LB,MC
21.875,0.4034090909090909,0.8307291666666666,0.7606306736741519,0.8815060908084164,0.8166196460630931,1.015625,1.7023809523809523,1,LB,MC
