Brightness,Class Accuracy,Bitwise Accuracy,Bitwise Recall,Bitwise Precision,Bitwise F1,Mean Hamming Distance,Mean Error Distance,Trial,Training,Model
1.5,0.07827476038338659,0.6392438764643238,0.3115743280307186,0.8502994011976048,0.45604175030108396,2.1645367412140577,2.348353552859619,0,CB,MC
1.55,0.0632279534109817,0.6123128119800333,0.2772498602571269,0.8252911813643927,0.4150627615062762,2.3261231281198005,2.483126110124334,0,CB,MC
1.6,0.08221476510067115,0.5827740492170023,0.24717832957110608,0.7348993288590604,0.36993243243243246,2.5033557046979866,2.727605118829982,0,CB,MC
1.65,0.10490693739424704,0.5826283135927806,0.2402104032729398,0.6954314720812182,0.35708079930495223,2.504230118443316,2.7977315689981097,0,CB,MC
1.7000000000000002,0.08448275862068966,0.5623563218390805,0.21984551396316102,0.6379310344827587,0.3269995581087053,2.6258620689655174,2.8681732580037664,0,CB,MC
1.75,0.06935483870967742,0.5505376344086022,0.2172043010752688,0.6516129032258065,0.3258064516129032,2.696774193548387,2.897746967071057,0,CB,MC
1.0,0.9850249584026622,0.9969495285635053,0.9983174425126192,0.9955257270693513,0.9969196303556427,0.018302828618968387,1.2222222222222223,0,CB,ML
1.05,0.9695024077046549,0.9941144997324772,0.992399565689468,0.9956427015250545,0.9940184883088635,0.03531300160513644,1.1578947368421053,0,CB,ML
1.1,0.9816971713810316,0.9955629506378258,0.9922907488986784,0.9988913525498891,0.9955801104972375,0.026622296173044926,1.4545454545454546,0,CB,ML
1.15,0.9769503546099291,0.9940898345153665,0.9895126465144972,0.9981331673926571,0.9938042131350682,0.03546099290780142,1.5384615384615385,0,CB,ML
1.2,0.9315525876460768,0.9824707846410684,0.9642654566080544,1.0,0.9818076812012706,0.10517529215358931,1.5365853658536586,0,CB,ML
1.25,0.8733333333333333,0.9630555555555556,0.9268156424581006,0.9987959060806743,0.9614604462474645,0.22166666666666668,1.75,0,CB,ML
1.3,0.7013201320132013,0.9042904290429042,0.8092324805339266,0.9965753424657534,0.8931860036832412,0.5742574257425742,1.9226519337016574,0,CB,ML
1.35,0.2962962962962963,0.7463768115942029,0.4932975871313673,1.0,0.6606822262118492,1.5217391304347827,2.1624713958810067,0,CB,ML
1.4,0.04430379746835443,0.5619725738396625,0.1175531914893617,0.9910313901345291,0.21017593913456967,2.6281645569620253,2.75,0,CB,ML
1.45,0.0,0.5040863981319322,0.011634671320535195,1.0,0.023001725129384705,2.9754816112084064,2.9754816112084064,0,CB,ML
1.5,0.0,0.5149094781682642,0.0005485463521667581,1.0,0.0010964912280701754,2.9105431309904155,2.9105431309904155,0,CB,ML
1.55,0.0,0.5038824181919024,0.0,,,2.9767054908485857,2.9767054908485857,0,CB,ML
1.6,0.0,0.5044742729306487,0.0,,,2.9731543624161074,2.9731543624161074,0,CB,ML
1.65,0.0,0.5174844895657078,0.0,,,2.895093062605753,2.895093062605753,0,CB,ML
1.7000000000000002,0.0,0.5163793103448275,0.0,,,2.9017241379310343,2.9017241379310343,0,CB,ML
1.75,0.0,0.5,0.0,,,3.0,3.0,0,CB,ML
1.0,0.9800332778702163,0.9958402662229617,0.9955131800336512,0.9960718294051627,0.9957924263674615,0.024958402662229616,1.25,0,LB,MC
1.05,0.9807383627608347,0.9962546816479401,0.996742671009772,0.9956616052060737,0.996201844818231,0.02247191011235955,1.1666666666666667,0,LB,MC
1.1,0.9633943427620633,0.9925124792013311,0.9862334801762115,0.9988845510317903,0.9925187032418953,0.04492512479201331,1.2272727272727273,0,LB,MC
1.15,0.9663120567375887,0.9902482269503546,0.9808760024676126,0.9987437185929648,0.9897292250233427,0.05851063829787234,1.736842105263158,0,LB,MC
1.2,0.9131886477462438,0.9802448525319978,0.9653998865570051,0.9941588785046729,0.979568345323741,0.11853088480801335,1.3653846153846154,0,LB,MC
1.25,0.8516666666666667,0.9616666666666667,0.9608938547486033,0.9619686800894854,0.9614309670206819,0.23,1.550561797752809,0,LB,MC
1.3,0.4966996699669967,0.8391089108910891,0.8798665183537263,0.8108662224500256,0.8439583889037077,0.9653465346534653,1.9180327868852458,0,LB,MC
1.35,0.15136876006441224,0.6462694578636607,0.8241286863270777,0.6082311040759795,0.6999089253187615,2.1223832528180355,2.5009487666034156,0,LB,MC
1.4,0.01740506329113924,0.5255801687763713,0.7468085106382979,0.5148514851485149,0.6095072715433036,2.846518987341772,2.896940418679549,0,LB,MC
1.45,0.0,0.4845300642148278,0.6288539848749273,0.48936170212765956,0.5504073319755601,3.092819614711033,3.092819614711033,0,LB,MC
1.5,0.001597444089456869,0.4464856230031949,0.526055951727921,0.4411223551057958,0.4798598949211909,3.3210862619808306,3.3264,0,LB,MC
1.55,0.004991680532445923,0.4719911259012757,0.5472330911123533,0.47226242161119153,0.506991196271362,3.168053244592346,3.1839464882943145,0,LB,MC
1.6,0.003355704697986577,0.4753914988814318,0.5395033860045146,0.4742063492063492,0.5047518479408659,3.1476510067114094,3.1582491582491583,0,LB,MC
1.65,0.001692047377326565,0.4438804286520023,0.4739918176504968,0.4306956983536909,0.45130773511407907,3.3367174280879865,3.3423728813559324,0,LB,MC
1.7000000000000002,0.0,0.4330459770114943,0.44682115270350564,0.41917502787068006,0.43255680184066725,3.4017241379310343,3.4017241379310343,0,LB,MC
1.75,0.0016129032258064516,0.4266129032258065,0.4295698924731183,0.42704436130411544,0.4283034039131601,3.4403225806451614,3.4458804523424877,0,LB,MC
1.0,0.9816971713810316,0.9963948973932335,0.9988782950084127,0.9938616071428571,0.9963636363636363,0.021630615640599003,1.1818181818181819,0,LB,ML
1.05,0.9759229534510433,0.9941144997324772,0.996742671009772,0.9913606911447084,0.9940443963183541,0.03531300160513644,1.4666666666666666,0,LB,ML
1.1,0.9850249584026622,0.9972268441486412,0.998898678414097,0.995609220636663,0.9972512369433755,0.016638935108153077,1.1111111111111112,0,LB,ML
1.15,0.9893617021276596,0.9970449172576832,0.9975323874151758,0.9963031423290203,0.9969173859432798,0.01773049645390071,1.6666666666666667,0,LB,ML
1.2,0.988313856427379,0.9974958263772955,0.9994327850255247,0.9954802259887006,0.9974525898669686,0.015025041736227046,1.2857142857142858,0,LB,ML
1.25,0.985,0.9963888888888889,0.9972067039106145,0.9955382041271612,0.9963717555121406,0.021666666666666667,1.4444444444444444,0,LB,ML
1.3,0.9785478547854786,0.9964246424642464,0.9961067853170189,0.996661101836394,0.9963838664812239,0.02145214521452145,1.0,0,LB,ML
1.35,0.9790660225442834,0.9954374664519592,0.9973190348525469,0.9935897435897436,0.9954508964409954,0.027375201288244767,1.3076923076923077,0,LB,ML
1.4,0.9762658227848101,0.995253164556962,0.9957446808510638,0.9946865037194474,0.9952153110047847,0.028481012658227847,1.2,0,LB,ML
1.45,0.9877408056042032,0.9979568009340338,0.9982547993019197,0.9976744186046511,0.9979645245710962,0.012259194395796848,1.0,0,LB,ML
1.5,0.9760383386581469,0.9952076677316294,0.9956116291826659,0.9945205479452055,0.9950657894736842,0.02875399361022364,1.2,0,LB,ML
1.55,0.9767054908485857,0.9950083194675541,0.9938513135830073,0.996078431372549,0.9949636261891438,0.029950083194675542,1.2857142857142858,0,LB,ML
1.6,0.9446308724832215,0.982662192393736,0.9672686230248307,0.9976717112922002,0.9822349570200574,0.1040268456375839,1.878787878787879,0,LB,ML
1.65,0.7834179357021996,0.9227298364354202,0.848042080654588,0.990443686006826,0.913727959697733,0.46362098138747887,2.140625,0,LB,ML
1.7000000000000002,0.3706896551724138,0.7382183908045977,0.46108140225787286,0.9948717948717949,0.630125862768981,1.5706896551724139,2.495890410958904,0,LB,ML
1.75,0.0016129032258064516,0.5016129032258064,0.0032258064516129032,1.0,0.006430868167202572,2.990322580645161,2.995153473344103,0,LB,ML
1.0,0.9562289562289562,0.9910213243546577,0.9867740080506038,0.9947826086956522,0.9907621247113163,0.05387205387205387,1.2307692307692308,1,Base,MC
1.05,0.9580745341614907,0.9912008281573499,0.9898341359015517,0.9919571045576407,0.9908944831280129,0.052795031055900624,1.2592592592592593,1,Base,MC
1.1,0.9487179487179487,0.9888888888888889,0.9800683371298405,0.9976811594202899,0.9887963228957196,0.06666666666666667,1.3,1,Base,MC
1.15,0.9412751677852349,0.9854586129753915,0.9772985244040863,0.9930795847750865,0.9851258581235698,0.087248322147651,1.4857142857142858,1,Base,MC
1.2,0.9046052631578947,0.9769736842105263,0.9607629427792915,0.9932394366197184,0.9767313019390581,0.13815789473684212,1.4482758620689655,1,Base,MC
1.25,0.8372093023255814,0.95874861572536,0.9282845668387837,0.9853836784409257,0.9559822747415067,0.24750830564784054,1.5204081632653061,1,Base,MC
1.3,0.690846286701209,0.9052964881980426,0.8278688524590164,0.9758454106280193,0.8957871396895788,0.5682210708117443,1.8379888268156424,1,Base,MC
1.35,0.42857142857142855,0.8232074438970991,0.6690687361419069,0.9609872611464968,0.7888888888888889,1.0607553366174056,1.8563218390804597,1,Base,MC
1.4,0.26986754966887416,0.7508278145695364,0.523223279238948,0.9482758620689655,0.6743598990263253,1.4950331125827814,2.0476190476190474,1,Base,MC
1.45,0.18078175895765472,0.6986970684039088,0.43307943416757344,0.9212962962962963,0.5891931902294596,1.8078175895765471,2.20675944333996,1,Base,MC
1.5,0.14968152866242038,0.6857749469214437,0.3977395048439182,0.9191542288557214,0.555221637866266,1.8853503184713376,2.2172284644194757,1,Base,MC
1.55,0.11937716262975778,0.6678200692041523,0.37093023255813956,0.9011299435028248,0.5255354200988468,1.9930795847750864,2.2632612966601178,1,Base,MC
1.6,0.11889250814332247,0.6536373507057546,0.3506849315068493,0.8755129958960328,0.5007824726134585,2.0781758957654723,2.358595194085028,1,Base,MC
1.65,0.11824324324324324,0.625,0.31048387096774194,0.7997032640949555,0.4473029045643154,2.25,2.5517241379310347,1,Base,MC
1.7000000000000002,0.09484193011647254,0.5823627287853578,0.2573981016192071,0.7237048665620094,0.3797364085667216,2.5058236272878536,2.7683823529411766,1,Base,MC
1.75,0.07876712328767123,0.5607876712328768,0.22935779816513763,0.6722689075630253,0.34202650705429677,2.63527397260274,2.8605947955390336,1,Base,MC
1.0,0.9865319865319865,0.9971941638608305,0.9959746981023577,0.9982708933717579,0.9971214738054115,0.016835016835016835,1.25,1,Base,ML
1.05,0.984472049689441,0.9974120082815735,0.9962546816479401,0.9983914209115281,0.9973219068023567,0.015527950310559006,1.0,1,Base,ML
1.1,0.9811965811965812,0.9968660968660968,0.9960136674259681,0.9977181973759269,0.9968652037617556,0.018803418803418803,1.0,1,Base,ML
1.15,0.9697986577181208,0.9921700223713646,0.9920544835414302,0.9920544835414302,0.9920544835414302,0.04697986577181208,1.5555555555555556,1,Base,ML
1.2,0.9506578947368421,0.9884868421052632,0.9907356948228883,0.9864351600651112,0.9885807504078303,0.06907894736842106,1.4,1,Base,ML
1.25,0.8770764119601329,0.967607973421927,0.9873780837636259,0.9476872246696035,0.9671255970778307,0.19435215946843853,1.5810810810810811,1,Base,ML
1.3,0.8341968911917098,0.9553828439838803,0.984192037470726,0.9292426755113322,0.9559283480238839,0.26770293609671847,1.6145833333333333,1,Base,ML
1.35,0.6781609195402298,0.9137931034482759,0.9689578713968958,0.8709516691579472,0.9173445289950144,0.5172413793103449,1.6071428571428572,1,Base,ML
1.4,0.4602649006622517,0.8405077262693157,0.9294907666480134,0.7860861334595362,0.8517948717948718,0.956953642384106,1.7730061349693251,1,Base,ML
1.45,0.21335504885993486,0.747014115092291,0.8906420021762785,0.6913006756756757,0.7784117926771279,1.517915309446254,1.9296066252587991,1,Base,ML
1.5,0.07802547770700637,0.648619957537155,0.8218514531754575,0.6059523809523809,0.6975788031064414,2.1082802547770703,2.2867012089810017,1,Base,ML
1.55,0.031141868512110725,0.5778546712802768,0.766860465116279,0.5537363560033586,0.6431009263773768,2.5328719723183393,2.6142857142857143,1,Base,ML
1.6,0.013029315960912053,0.5266015200868621,0.7046575342465753,0.516258530710558,0.5959221501390176,2.8403908794788273,2.877887788778878,1,Base,ML
1.65,0.02364864864864865,0.48170045045045046,0.6474654377880185,0.47768805779855505,0.549767669356811,3.1097972972972974,3.185121107266436,1,Base,ML
1.7000000000000002,0.021630615640599003,0.454242928452579,0.6186487995533222,0.4630171333054743,0.5296367112810707,3.274542429284526,3.3469387755102042,1,Base,ML
1.75,0.02054794520547945,0.4534817351598174,0.6181192660550459,0.46325741297808337,0.5295996069761729,3.279109589041096,3.347902097902098,1,Base,ML
1.0,0.98989898989899,0.9980359147025814,0.9982748706152962,0.9977011494252873,0.9979879275653922,0.011784511784511785,1.1666666666666667,1,CB,MC
1.05,0.9829192546583851,0.9961180124223602,0.994649545211343,0.9973175965665236,0.995981784087865,0.023291925465838508,1.3636363636363635,1,CB,MC
1.1,0.9623931623931624,0.99002849002849,0.9886104783599089,0.9914334665905197,0.9900199600798404,0.05982905982905983,1.5909090909090908,1,CB,MC
1.15,0.8439597315436241,0.9625279642058165,0.9574347332576617,0.9662084765177549,0.9618015963511973,0.22483221476510068,1.4408602150537635,1,CB,MC
1.2,0.587171052631579,0.8887061403508771,0.8861035422343324,0.8919363686231486,0.8890103881902678,0.6677631578947368,1.6175298804780875,1,CB,MC
1.25,0.33222591362126247,0.7906976744186046,0.7802639127940333,0.7847663012117715,0.7825086306098964,1.255813953488372,1.8805970149253732,1,CB,MC
1.3,0.16580310880829016,0.704951065054692,0.6288056206088993,0.7331058020477815,0.6769618657421999,1.770293609671848,2.122153209109731,1,CB,MC
1.35,0.10016420361247948,0.6896551724137931,0.5598669623059866,0.7481481481481481,0.6404565630944831,1.8620689655172413,2.0693430656934306,1,CB,MC
1.4,0.10430463576158941,0.6774282560706402,0.4661443760492445,0.7948473282442748,0.5876543209876544,1.935430463576159,2.1608133086876156,1,CB,MC
1.45,0.08143322475570032,0.6406080347448425,0.34602829162132753,0.8390501319261213,0.48998459167950686,2.1563517915309447,2.347517730496454,1,CB,MC
1.5,0.08439490445859872,0.6385350318471338,0.3040904198062433,0.8911671924290221,0.45345104333868386,2.1687898089171975,2.368695652173913,1,CB,MC
1.55,0.07093425605536333,0.6176470588235294,0.28255813953488373,0.8408304498269896,0.42297650130548303,2.2941176470588234,2.46927374301676,1,CB,MC
1.6,0.08143322475570032,0.5887622149837134,0.25315068493150683,0.752442996742671,0.37884378843788435,2.46742671009772,2.6861702127659575,1,CB,MC
1.65,0.07601351351351351,0.5625,0.22292626728110598,0.6537162162162162,0.3324742268041237,2.625,2.8409506398537476,1,CB,MC
1.7000000000000002,0.07321131447587355,0.5529672767609539,0.21775544388609716,0.64891846921797,0.32608695652173914,2.682196339434276,2.8940754039497305,1,CB,MC
1.75,0.07534246575342465,0.5513698630136986,0.21674311926605505,0.6472602739726028,0.3247422680412371,2.691780821917808,2.911111111111111,1,CB,MC
1.0,0.9915824915824916,0.9980359147025814,0.9976998274870615,0.9982738780207134,0.997986770204199,0.011784511784511785,1.4,1,CB,ML
1.05,0.9860248447204969,0.9974120082815735,0.9967897271268058,0.9978575254418853,0.9973233404710921,0.015527950310559006,1.1111111111111112,1,CB,ML
1.1,0.9863247863247864,0.9971509971509972,0.9960136674259681,0.9982876712328768,0.9971493728620296,0.017094017094017096,1.25,1,CB,ML
1.15,0.9630872483221476,0.9910514541387024,0.9869466515323496,0.9948512585812357,0.990883190883191,0.053691275167785234,1.4545454545454546,1,CB,ML
1.2,0.9490131578947368,0.9876644736842105,0.9760217983651226,0.9994419642857143,0.9875930521091811,0.07401315789473684,1.4516129032258065,1,CB,ML
1.25,0.8704318936877077,0.9642857142857143,0.9259896729776248,1.0,0.9615728328865059,0.21428571428571427,1.6538461538461537,1,CB,ML
1.3,0.7150259067357513,0.9130685089234312,0.8231850117096019,1.0,0.9030186255619782,0.5215889464594128,1.8303030303030303,1,CB,ML
1.35,0.25779967159277506,0.7350848385331143,0.4634146341463415,1.0,0.6333333333333334,1.5894909688013137,2.1415929203539825,1,CB,ML
1.4,0.029801324503311258,0.5587748344370861,0.10576385002797986,0.9947368421052631,0.19119878603945373,2.6473509933774833,2.7286689419795223,1,CB,ML
1.45,0.0,0.502442996742671,0.002720348204570185,1.0,0.005425935973955508,2.985342019543974,2.985342019543974,1,CB,ML
1.5,0.0,0.5069002123142251,0.0,,,2.9585987261146496,2.9585987261146496,1,CB,ML
1.55,0.0,0.5040369088811996,0.0,,,2.9757785467128026,2.9757785467128026,1,CB,ML
1.6,0.0,0.504614549402823,0.0,,,2.972312703583062,2.972312703583062,1,CB,ML
1.65,0.0,0.5112612612612613,0.0,,,2.9324324324324325,2.9324324324324325,1,CB,ML
1.7000000000000002,0.0,0.5033277870216306,0.0,,,2.9800332778702163,2.9800332778702163,1,CB,ML
1.75,0.0,0.502283105022831,0.0,,,2.9863013698630136,2.9863013698630136,1,CB,ML
1.0,0.9882154882154882,0.9977553310886644,0.9976998274870615,0.9976998274870615,0.9976998274870615,0.013468013468013467,1.1428571428571428,1,LB,MC
1.05,0.9813664596273292,0.995600414078675,0.9957196361690743,0.9951871657754011,0.9954533297673174,0.026397515527950312,1.4166666666666667,1,LB,MC
1.1,0.9623931623931624,0.9928774928774928,0.989749430523918,0.9959885386819485,0.9928591830905455,0.042735042735042736,1.1363636363636365,1,LB,MC
1.15,0.9228187919463087,0.9829418344519015,0.9733257661748014,0.9919028340080972,0.9825264967058149,0.10234899328859061,1.326086956521739,1,LB,MC
1.2,0.930921052631579,0.9838267543859649,0.9727520435967303,0.9949832775919732,0.9837420777073574,0.09703947368421052,1.4047619047619047,1,LB,MC
1.25,0.8189368770764119,0.9515503875968992,0.9420539300057372,0.9568764568764568,0.9494073431627638,0.29069767441860467,1.6055045871559632,1,LB,MC
1.3,0.5094991364421416,0.8356361542890041,0.8782201405152225,0.8051529790660226,0.8401008120974517,0.9861830742659758,2.01056338028169,1,LB,MC
1.35,0.13464696223316913,0.6466885604816639,0.8215077605321508,0.6046511627906976,0.6965922444183313,2.1198686371100166,2.4497153700189753,1,LB,MC
1.4,0.024834437086092714,0.5262141280353201,0.7677672076105204,0.5130890052356021,0.6151087200179332,2.8427152317880795,2.9151103565365024,1,LB,MC
1.45,0.0016286644951140066,0.4834419109663409,0.6278563656147987,0.4863042562157606,0.5480883400617431,3.099348534201954,3.104404567699837,1,LB,MC
1.5,0.0015923566878980893,0.4498407643312102,0.5333692142088267,0.45106964041875286,0.48877928483353883,3.300955414012739,3.3062200956937797,1,LB,MC
1.55,0.006920415224913495,0.4668396770472895,0.5430232558139535,0.46770155232849275,0.5025558245897229,3.198961937716263,3.221254355400697,1,LB,MC
1.6,0.0,0.46362649294245384,0.5276712328767124,0.46364949446316805,0.4935930292157868,3.218241042345277,3.218241042345277,1,LB,MC
1.65,0.0033783783783783786,0.4704391891891892,0.5126728110599078,0.4623376623376623,0.48620595465719746,3.177364864864865,3.188135593220339,1,LB,MC
1.7000000000000002,0.0,0.4259567387687188,0.4338358458961474,0.4238952536824877,0.42880794701986746,3.4442595673876872,3.4442595673876872,1,LB,MC
1.75,0.0017123287671232876,0.4249429223744292,0.42775229357798167,0.4231423709585933,0.4254348445965213,3.4503424657534247,3.456260720411664,1,LB,MC
1.0,0.9865319865319865,0.9971941638608305,0.9988499137435307,0.9954154727793696,0.9971297359357061,0.016835016835016835,1.25,1,LB,ML
1.05,0.9829192546583851,0.9966356107660456,0.9983948635634029,0.9946695095948828,0.99652870493992,0.020186335403726708,1.1818181818181819,1,LB,ML
1.1,0.9811965811965812,0.996011396011396,0.9982915717539863,0.9937641723356009,0.9960227272727272,0.023931623931623933,1.2727272727272727,1,LB,ML
1.15,0.9697986577181208,0.9930089485458613,0.9971623155505108,0.9887450759707372,0.9929358575868891,0.04194630872483222,1.3888888888888888,1,LB,ML
1.2,0.9835526315789473,0.9967105263157895,0.9983651226158038,0.9951113525258012,0.9967355821545157,0.019736842105263157,1.2,1,LB,ML
1.25,0.9800664451827242,0.9958471760797342,0.9977051061388411,0.9937142857142857,0.9957056971085027,0.024916943521594685,1.25,1,LB,ML
1.3,0.9758203799654577,0.9951065054691998,0.9994145199063232,0.9907138711549622,0.9950451763334305,0.02936096718480138,1.2142857142857142,1,LB,ML
1.35,0.9770114942528736,0.9953475643130816,0.9966740576496674,0.9939192924267551,0.995294768890119,0.027914614121510674,1.2142857142857142,1,LB,ML
1.4,0.9784768211920529,0.9958609271523179,0.9972020145495244,0.9944196428571429,0.9958088851634537,0.024834437086092714,1.1538461538461537,1,LB,ML
1.45,0.9837133550488599,0.997014115092291,0.9945593035908596,0.9994532531437944,0.9970002727024816,0.017915309446254073,1.1,1,LB,ML
1.5,0.9713375796178344,0.9952229299363057,0.9951560818083961,0.9951560818083961,0.9951560818083961,0.028662420382165606,1.0,1,LB,ML
1.55,0.9740484429065744,0.9933679354094579,0.9901162790697674,0.9964891749561147,0.9932925051035286,0.039792387543252594,1.5333333333333334,1,LB,ML
1.6,0.9462540716612378,0.9828990228013029,0.9676712328767123,0.9977401129943503,0.9824756606397774,0.10260586319218241,1.9090909090909092,1,LB,ML
1.65,0.7989864864864865,0.9256756756756757,0.8519585253456221,0.9952893674293405,0.9180633147113594,0.44594594594594594,2.2184873949579833,1,LB,ML
1.7000000000000002,0.3277870216306156,0.7199112590127565,0.43830262423227245,0.9949302915082383,0.6085271317829457,1.680532445923461,2.5,1,LB,ML
